id,number,issue,filing,title,us,ipc,inv_location,link,inventors,assignee,asignee_location,tech areas,references
US20120147564A1,0120147564,20120614,20110920,AC photovoltaic module and inverter assembly,"","H05K7/20, H02M7/00, H05K7/14", Lincoln MA US  Lafayette CO US  Concord MA US  Townsend MA US ,N/A,"Russell Miles Clayton, Kern Gregory Allen, Little Ruel Davenport, King Zachary Adam","","",Solar Inverter,""
US20110072743A1,0110072743,20110331,20101206,Unitized Building Integrated Photovoltaic Conversion Module,"","E04B2/88, B21D47/00", Alameda CA US ,N/A,Brescia Joe,"","",Solar Mounting/Rack,""
US20130087186A1,0130087186,20130411,20111011,Photovoltaic module carrier,"","H01L31/048, B23P11/00", San Francisco CA US  San Rafael CA US  Fairfax CA US ,N/A,"Pelman Todd, Seery Martin N., Hartnett Jeff","","",Solar Mounting/Rack,""
US20120061337A1,0120061337,20120315,20111011,Photovoltaic module mounting system,"",H01L23/12, San Rafael CA US  Novato CA US  Fairfax CA US  San Anselmo CA US  San Francisco CA US ,N/A,"Seery Martin N., Holland Rodney H., Hartnett Jeff, Childress Isaac, Pelman Todd","","",Solar Mounting/Rack,""
US20110174353A1,0110174353,20110721,20090611,INSTALLATION SYSTEM FOR PV MODULES,"","H01L31/042, H01L23/12, F16B47/00", Haag DE  Grafing DE ,N/A,"Urban Hans, Zapfe Cedrik","","",Solar Mounting/Rack,""
US20130100720A1,0130100720,20130425,20111024,POWER CONVERTER SYSTEMS AND METHODS OF OPERATING A POWER CONVERTER SYSTEM,"",H02H9/04, Forest VA US  Westford MA US  Roanoke VA US ,N/A,"Holliday Cornelius Edward, Zhu Huibin, Wagoner Robert Gregory","","",Solar Inverter,""
US20130043724A1,0130043724,20130221,20120727,Solar Synchronized Loads for Photovoltaic Systems,"","H02J1/00, H02M7/44, H02M7/04, H02J9/00", Union Hall VA US  Davidson NC US ,N/A,"Daniels Eric, Saussele John","","",Solar Inverter,""
US20130008103A1,0130008103,20130110,20110325,"STRUCTURAL OBJECT MOUNT, METHOD FOR INSTALLING THE MOUNT, AND SOLAR PHOTOVOLTAIC SYSTEM USING THE MOUNT","","F16M11/00, E04G21/14", Osaka-shi JP ,N/A,Sagayama Kenichi,"","",Solar Mounting/Rack,""
US20110315192A1,0110315192,20111229,20110624,Solar Module,"",H01L31/045, St. Michael AT  Brunnenthal AT  Bad Erlach AT ,N/A,"Swatek Alexander, Schöndorfer Christoph, Stöger Elmar","","",Solar Mounting/Rack,""
US20110108088A1,0110108088,20110512,20101109,PHOTOVOLTAIC STRUCTURE AND METHOD OF USE,"","H01L31/048, B23P11/00", Dearborn MI US  Temperence MI US ,N/A,"Young James R., Denniston Thomas J.","","",Solar Mounting/Rack,""
US20120174504A1,0120174504,20120712,20111122,ROOFTOP SYSTEM WITH INTEGRATED PHOTOVOLTAIC MODULES AND METHOD FOR CONSTRUCTING THE SAME,"","E04D13/18, H01L31/18", Tossicia IT ,N/A,Ferrara Pierino,"","",Solar Mounting/Rack,""
US20090003024A1,0090003024,20090101,20051024,Inverter,"",H02M7/48, Zwingenberg/Bergstrasse DE ,N/A,Knaup Peter,"","",Solar Inverter,""
US20080147335A1,0080147335,20080619,20071206,MONITORING OF DISTRIBUTED POWER HARVESTING SYSTEMS USING DC POWER SOURCES,"","G01R19/00, G06F15/00", Raanana IL  Givataim IL  Raanana IL  Tel Aviv IL  Bitan Aharon IL ,N/A,"Adest Meir, Handelsman Lior, Galin Yoav, Fishelov Amir, Sella Guy","","",Solar Monitoring,""
US20090222224A1,0090222224,20090903,20081024,Multi-circuit direct current monitor with Modbus serial output,"","G01R19/00, G01R15/20, G06F19/00", Hillsboro OR US  Hillsboro OR US ,N/A,"Lewis James E., Herzog Stephen E.","","",Solar Monitoring,""
US20110108083A1,0110108083,20110512,20081024,SUPPORT FOR A SOLAR PANEL,"","H01L31/042, H01L31/02, E04D13/18", Woudenberg NL  Boxtell NL  Duiven NL ,N/A,"Ravestein Frans Gerrit, Loois Geerling, Theunissen Verius Leo Antonius","","",Solar Mounting/Rack,""
US20120051101A1,0120051101,20120301,20100828,POWER INVERTER SYSTEM AND METHOD OF STARTING SAME AT HIGH DC VOLTAGE,"","H02M1/36, H02M7/48", Freising DE  Wirtz VA US ,N/A,"El-Barbari Said Farouk Said, Galbraith Anthony William","","",Solar Inverter,""
US20120160234A1,0120160234,20120628,20101222,LOCATING CONNECTORS AND METHODS FOR MOUNTING SOLAR HARDWARE,"","F24J2/10, B23P19/02", Sacramento CA US  Berkeley CA US  Richmond CA US ,N/A,"Wares Brian, Almy Charles, Barton Nicholas","","",Solar Mounting/Rack,""
US20110289750A1,0110289750,20111201,20100601,Methods and Devices for Assembling a Terrestrial Solar Tracking Photovoltaic Array,"",B23P11/00, Rockaway NJ US  Belle Mead NJ US ,N/A,"Kats Mikhail, Hering Gary D.","","",Solar Mounting/Rack,""
US20110214368A1,0110214368,20110908,20100816,PHOTOVOLTAIC MODULE MOUNTING ASSEMBLY,"","E04D13/18, E04B1/38", Colorado Springs CO US  Colorado Springs CO US ,N/A,"Haddock Robert M. M., Haddock Dustin Marshall-Maston","","",Solar Mounting/Rack,""
US20120256648A1,0120256648,20121011,20120417,Method and Apparatus for In-Situ Health monitoring of Solar Cells in Space,"",G01R31/26, Chargin Falls OH US  South Euclid OH US ,N/A,"Krasowski Michael J., Prokop Norman F.","","",Solar Monitoring,""
US20130120017A1,0130120017,20130516,20121228,DEVICE AND METHOD FOR MONITORING A PHOTOVOLTAIC SYSTEM,"",G01R31/26, Niestetal DE ,N/A,SMA Solar Technology AG ,"","",Solar Monitoring,""
US20130037088A1,0130037088,20130214,20110118,FOUNDATION SYSTEM FOR SOLAR PANELS HAVING PREASSEMBLED FITTINGS,"",H01L31/048, Strasskirchen DE ,N/A,Thurner Guenther,"","",Solar Mounting/Rack,""
US20120275196A1,0120275196,20121101,20110427,MULTI-STAGE POWER INVERTER,"","H02M7/04, H02M3/335", Austin TX US  Austin TX US  Austin TX US  Houston TX US ,N/A,"Chapman Patrick, O'Connell Andrew, Sams Timothy, Martina Eric","","",Solar Inverter,""
US20100008107A1,0100008107,20100114,20090707,DC/DC CONVERTER,"",H02M3/335, Kassel DE  Kassel DE ,N/A,"MALLWITZ Regine, ZACHARIAS Peter","","",Solar Inverter,""
US20110267857A1,0110267857,20111103,20110429,Method and apparatus for distributed power generation,"",H02M7/48, Petaluma CA US ,N/A,Fornage Martin,"","",Solar Inverter,""
US20120200960A1,0120200960,20120809,20120404,"METHOD FOR MEASURING A CURRENT, IN PARTICULAR BY MEANS OF A GROUNDING APPARATUS","",H02H7/06, Kassel DE ,N/A,Mueller Burkhard,"","",Solar Inverter,""
US20100198420A1,0100198420,20100805,20090203,Dynamic management of power production in a power system subject to weather-related factors,"","G06F1/30, G06F1/26, G06N5/02", Moraga CA US  Sonora CA US  Oakland CA US  Oakland CA US  Palo Alto CA US ,N/A,"Rettger Philip, Keshner Marvin, Pligavko Alexandra Katrina, Moore Jackson, Littmann Bodo W.","","",Solar Monitoring,""
US20090020151A1,0090020151,20090122,20070716,Method and apparatus for converting a direct current to alternating current utilizing a plurality of inverters,"","H01L31/058, H01L31/052", Petaluma CA US ,N/A,Fornage Martin,"","",Solar Inverter,""
US20100259105A1,0100259105,20101014,20100409,"Connecting device for a photovoltaic solar module, method for the production thereof and solar installation with such a connecting device","","H02J1/06, H01R43/16", Lautertal DE  Bensheim DE ,N/A,"Schaarschmidt Manfred, Kosch Bernd","","",Solar Mounting/Rack,""
US20130094261A1,0130094261,20130418,20120404,Photovoltaic Power Converters,"",H02M7/5387, Redwood City CA US ,N/A,Kern Gregory Allen,"","",Solar Inverter,""
US20110088744A1,0110088744,20110421,20101021,Photovoltaic Module Failure Detection Devices and Methods,"","H01L31/042, H01L31/18, G01R31/26", Rockville MD US  Ijamsville MD US  Mount Airy MD US ,N/A,"Xia Zhiyong, Daniels Eric E., Cunningham Daniel W.","","",Solar Monitoring,""
US20110225825A1,0110225825,20110922,20110317,SYSTEMS AND METHODS OF INSTALLING PHOTOVOLTAIC MODULES,"","H01L31/18, B23P11/00, H05K13/04", Santa Rosa CA US ,N/A,Carter Nicholas,"","",Solar Mounting/Rack,""
US20120216853A1,0120216853,20120830,20110225,INTEGRATED SOLAR ENERGY SYSTEM,"","H01L31/058, F24J2/30, F24J2/04", Westport CT US ,N/A,ROUNTREE John,"","",Solar Mounting/Rack,""
US20120227937A1,0120227937,20120913,20110311,HEAT DISSIPATION STRUCTURE FOR PHOTOVOLTAIC INVERTER,"","H05K7/20, F28D15/04", New Taipei City TW  New Taipei City TW ,N/A,"Luo Numen, Juan Wess","","",Solar Inverter,""
US20120107043A1,0120107043,20120503,20111220,ASSEMBLIES FOR CONSTRUCTING SOLAR PANEL MOUNTING SYSTEMS,"",F16B2/12, Mascoutah IL US ,N/A,Kellerman Dallas,"","",Solar Mounting/Rack,""
US20110284058A1,0110284058,20111124,20110728,MOUNTING SYSTEM FOR A SOLAR PANEL,"",H01L31/048, Saratoga CA US ,N/A,Cinnamon Barry,"","",Solar Mounting/Rack,""
US20130027077A1,0130027077,20130131,20110728,SYSTEMS AND APPARATUS FOR FAULT DETECTION IN DC POWER SOURCES USING AC RESIDUAL CURRENT DETECTION,"",G01R31/40, Raleigh NC US  Milwaukee WI US  Atlanta GA US  Wake Forest NC US  Raleigh NC US ,N/A,"Oughton, JR. George W., Liu Yu, Das Debrup, Taimela Pasi S., Compton Bobby L.","","",Solar Monitoring,""
US20120110931A1,0120110931,20120510,20111031,ISOLATION MOUNT AND METHODS THEREFOR,"","E04D13/18, B23P17/04, E04B1/38", Golden CO US  Fair Oaks CA US ,N/A,"Eiffert Patrina, Eiffert Annett","","",Solar Mounting/Rack,""
US20110083381A1,0110083381,20110414,20100527,Mounting for solar panels,"","E04D13/18, H01L31/048", Hamilton NZ  London GB ,N/A,"David Duke Mike, Abdle Salam Loey","","",Solar Mounting/Rack,""
US20120314464A1,0120314464,20121213,20120607,Solar Module and Method for its Operation,"","H02M1/32, H02H7/122", Erlangen DE  Oberasbach DE  Nurnberg DE ,N/A,"WEISS Rainer, Beckedahl Peter, Staudt Ingo","","",Solar Inverter,""
US20100085670A1,0100085670,20100408,20091007,PHOTOVOLTAIC MODULE MONITORING SYSTEM,"","H02H3/00, H02B1/24, H02J1/00", Portland OR US  Portland OR US  Tigard OR US  Beaverton OR US ,N/A,"Palaniswami Krishnan, Drummond David, Woody, JR. David C., Dunn Timothy","","",Solar Monitoring,""
US20110264288A1,0110264288,20111027,20110426,Maximum Power Point Tracking for a Power Generator,"",G06F1/28, Kingston CA  Kingston CA  Kingston CA ,N/A,"KHAJEHODDIN Sayed Ali, Jain Praveen K., Bakhshai Alireza","","",Solar Inverter,""
US20100126561A1,0100126561,20100527,20080410,SOLAR MODULE FOR PITCHED ROOF,"","H01L31/048, E04D13/18", Nettetal DE ,N/A,Reich Michael,"","",Solar Mounting/Rack,""
US20090177458A1,0090177458,20090709,20080618,"SYSTEMS AND METHODS FOR SOLAR MAPPING, DETERMINING A USABLE AREA FOR SOLAR ENERGY PRODUCTION AND/OR PROVIDING SOLAR INFORMATION","","G06G7/48, G06F3/00, G06F7/06, G06F17/30", Kaneohe HI US  Albuquerque NM US  Fallbrook CA US  Portland OR US ,N/A,"Hochart Steven E., Miller Ryan C., Nugent Nigel H., Stoppenhagen Stephanie A.","","",Solar Site Assessment,""
US20120228938A1,0120228938,20120913,20100720,"DC-AC Inverter Assembly, in Particular Solar Cell Inverter","","H02M7/5387, H02J1/10", Reutlingen DE  Kirchberg DE  Waiblingen DE  Ditzingen DE  Dettenhausen DE ,N/A,"Thieringer Walter, Krauter Gisbert, Feuchter Bernhard, Mayer Georg, Gasse Liliane","","",Solar Inverter,""
US20110266234A1,0110266234,20111103,20110419,MOUNTING SYSTEM FOR SOLAR MODULES AND METHOD FOR INSTALLING A SOLAR SYSTEM,"","H01L23/12, H01L31/18", Bielefeld DE  Bielefeld DE  Enger DE  Gutersloh DE  Herford DE  Bielefeld DE ,N/A,"Ritzler Ralf, Salzer Wadim, Rosenwirth Andreas, Imkamp Gerd, Stockhausen Andre, Hanke Carsten","","",Solar Mounting/Rack,""
US20120160236A1,0120160236,20120628,20101222,LOCATING CONNECTORS AND METHODS FOR MOUNTING SOLAR HARDWARE,"","F24J2/10, B23P19/00", Sacramento CA US  Berkeley CA US ,N/A,"Wares Brian, Almy Charles","","",Solar Mounting/Rack,""
US20110023867A1,0110023867,20110203,20100729,Method and System for Supporting Solar Panels,"","F24J2/52, B23P19/04", Arlington VA US  Arlington VA US  Arlington VA US ,N/A,"Muchow David J., Gutman Adam, Zulkosky Sara V.","","",Solar Mounting/Rack,""
US20100275902A1,0100275902,20101104,20090930,Photovoltaic and thermal energy system,"","F24J2/38, H01L31/00, H01L31/052, F24J2/04, F24J2/00", Stamford CT US ,N/A,Falbel Gerald,"","",Solar Mounting/Rack,""
US20120031472A1,0120031472,20120209,20110803,Support for Photovoltaic Module and Photovoltaic Module,"","H01L31/048, H01L23/12", Seattle WA US  New District Wuxi CN  New District Wuxi CN  New District Wuxi CN ,N/A,"Chan Palvin Chee Leong, Wang Yu, Guo Lang, Jiao Xili","","",Solar Mounting/Rack,""
US20110114153A1,0110114153,20110519,20100507,PHOTOVOLTAIC SOLAR COLLECTION AND TRACKING SYSTEM,"","H01L31/052, H01L31/18, B23P11/00", Berkeley CA US  Davis CA US  Berkeley CA US  Sacramento CA US  Richmond CA US ,N/A,"Almy Charles, Barsun Stephen, Sandler Reuben, Wares Brian, Wayman Elizabeth","","",Solar Mounting/Rack,""
US20120180407A1,0120180407,20120719,20110818,ROOF TRUSS KIT TO ENABLE SUPPORT OF SOLAR PANELS ON ROOF STRUCTURES,"","E04D13/18, E04B1/38, H01L31/18", Woodbridge CA  Toronto CA ,N/A,"Rees Kyle J., Jeske Michael","","",Solar Mounting/Rack,""
US20120035897A1,0120035897,20120209,20110804,Solar Energy Computation and Planning System,"",G06F7/60, Salt Lake City UT US ,N/A,Bell Kevin,"","",Solar Site Assessment,""
US20110186104A1,0110186104,20110804,20110201,SOLAR MODULE WINDOW SHADE APPARATUS AND METHOD,"",H01L31/042, San Bruno CA US  Redwood City CA US ,N/A,"Shugar Daniel S., Gibson Kevin","","",Solar Mounting/Rack,""
US20120111393A1,0120111393,20120510,20111219,INTEGRATED CARTRIDGE FOR ADHESIVE-MOUNTED PHOTOVOLTAIC MODULES,"","H01L31/048, B32B37/14, B32B37/12, H01L31/0203, B23P11/00", Sylvania OH US  Pittstown NJ US  Perrysburg OH US  Toledo OH US  Stanhope NJ US  Bowling Green OH US ,N/A,"Conley Joshua, Perkins John, Feng Wenlai, Truman Thomas, Monaco Michael, Shetterly Donivan","","",Solar Mounting/Rack,""
US20110267855A1,0110267855,20111103,20110711,MODULAR PHOTOVOLTAIC POWER SUPPLY ASSEMBLY,"",H02M7/44, Austin TX US  Austin TX US ,N/A,"Chapman Patrick, Van Dell William R.","","",Solar Inverter,""
US20070086215A1,0070086215,20070419,20061013,Inverter operation modes,"",H02M7/515, Bend OR US ,N/A,Taylor Bill,"","",Solar Inverter,""
US20110209422A1,0110209422,20110901,20110218,METHOD AND APPARATUS FOR MOUNTING PHOTOVOLTAIC MODULES TO SHINGLED SURFACES,"","E04D13/18, E04B1/38", Townsend MA US  Westford MA US ,N/A,"King Zachary A., Murillo Andres","","",Solar Mounting/Rack,""
US20100108860A1,0100108860,20100506,20091116,Techniques for Monitoring Solar Array Performance and Applications Thereof,"",G01J1/20, Hillsborough NJ US  Princeton NJ US ,N/A,"Sherman James, Kozin Igor","","",Solar Monitoring,""
US20100276558A1,0100276558,20101104,20100430,MOUNTING SYSTEMS FOR SOLAR PANELS,"","F16M13/02, F16M13/00, F16B2/02", Clinton Township MI US  Clinton Township MI US  Clinton Township MI US  Clinton Township MI US  Clinton Township MI US ,N/A,"Faust Aaron, Harberts John Henry, Klinkman John Edward, Katt Ronald Paul, Raffler David Wayne","","",Solar Mounting/Rack,""
US20110013433A1,0110013433,20110120,20090720,"Systems, Methods, and Apparatus for Converting Direct Current (DC) Power to Alternating Current (AC) Power","",H02M7/44, Roanoke VA US  Wirtz VA US ,N/A,"Wagoner Robert Gregory, Galbraith Anthony","","",Solar Inverter,""
US20080258675A1,0080258675,20081023,20070423,Multimode power module,"","H01M10/44, H01L31/058, H02J7/00, H02M1/00", Carlsbad CA US  Inglewood CA US  Playa del Rey CA US ,N/A,"Caldwell David J., Carian Peter J., Willhoff Michael A.","","",Solar Monitoring,""
US20130058139A1,0130058139,20130307,20111021,ENERGY GENERATION SYSTEM AND ITS ANTI ISLANDING PROTECTING METHOD,"",H02H7/122, Seoul KR  Seoul KR  Gyeonggi-do KR ,N/A,"BAE Young Sang, OH Seong Jin, KIM Kyoung Hwan","","",Solar Inverter,""
US20120211000A1,0120211000,20120823,20110815,Systems and Methods for Solar Energy Management,"","F24J2/52, F24J2/38", San Jose CA US  Santa Cruz CA US  Santa Cruz CA US ,N/A,"Gershony Zvi, Allen Timothy Peter, Groon Jung Shin","","",Solar Mounting/Rack,""
US20100146899A1,0100146899,20100617,20091215,FLEXIBLE CLAMPS FOR CLAMPING PANELS,"",E04B1/61, Fremont CA US ,N/A,Zante Anthony A.,"","",Solar Mounting/Rack,""
US20100018135A1,0100018135,20100128,20090827,Rooftop photovoltaic systems,"","E04D13/18, H01L31/042", Menlo Park CA US  Mountian View CA US  Palo Alto CA US ,N/A,"Croft Steven, Sanders William, Tarbell Ben","","",Solar Mounting/Rack,""
US20120306383A1,0120306383,20121206,20120530,SELECTIVE RADIATION UTILIZATION APPARATUSES FOR HIGH-EFFICIENCY PHOTOBIOREACTOR ILLUMINATION AND METHODS THEREOF,"","H05B37/02, G02B5/28, G02B26/10, G02B5/20", Ontario NY US ,N/A,Munro James F.,"","",Solar Inverter,""
US20060196128A1,0060196128,20060907,20040120,Mounting for solar panels,"",E04D13/18, HAMILTON NZ ,N/A,Duke Mike,"","",Solar Mounting/Rack,""
US20100275991A1,0100275991,20101104,20100427,"Photovoltaic System, a Terminal Box Thereof and a Voltage Converting Device","","H01L31/00, H01R13/46, H01R13/52, H02M7/42", San Francisco CA US ,N/A,Chan Palvin Chee Leong,"","",Solar Mounting/Rack,""
US20110298292A1,0110298292,20111208,20110808,PHOTOVOLTAIC SYSTEM FOR FEEDING THREE-PHASE CURRENT INTO A POWER GRID,"",H02M7/42, Alheim-Baumbach DE  Kaufungen DE  Kassel DE  Niestetal DE  Hessisch Lichtenau DE ,N/A,"Bremicker Sven, Greizer Frank, Laschinski Joachim, Victor Matthias, Simon Peter","","",Solar Inverter,""
US20080308091A1,0080308091,20081218,20080612,Single Axis Solar Tracking System,"",F24J2/38, Albuquerque NM US ,N/A,Corio Ronald P.,"","",Solar Mounting/Rack,""
US20100243034A1,0100243034,20100930,20090819,Combined Frame for a Photovoltaic Module,"",H01L31/048, Sinshih Hsiang TW  Sinshih Hsiang TW ,N/A,"Hu Sao-De, Hsiao Yao-Chung","","",Solar Mounting/Rack,""
US20090320827A1,0090320827,20091231,20070628,SOLAR ARRAY TRACKER CONTROLLER,"",F24J2/38, San Rafael CA US  San Francisco CA US  San Rafael CA US ,N/A,"Thompson Daniel S., Carlson Eric, Shevick David","","",Solar Mounting/Rack,""
US20110214366A1,0110214366,20110908,20100813,PHOTOVOLTAIC MODULE MOUNTING ASSEMBLY,"","E04D13/18, E04B1/38", Colorado Springs CO US  Colorado Springs CO US ,N/A,"Haddock Robert M. M., Haddock Dustin Marshall-Maston","","",Solar Mounting/Rack,""
US20130021730A1,0130021730,20130124,20120717,RESILIENT MOUNTING ASSEMBLY FOR PHOTOVOLTAIC MODULES,"",H05K7/00, Santa Rosa CA US  Petaluma CA US  Petaluma CA US ,N/A,"Martin Anthony Charles, Fornage Martin, Choi Ho Gene","","",Solar Mounting/Rack,""
US20110304214A1,0110304214,20111215,20110513,Switching Configuration and Method for the Production of an Alternating Voltage from at Least Supply Terminals with Temporally Variable Output DC Voltage,"","H02M7/42, H02M7/48", Newark Valley NY US ,N/A,Haddad Kevork,"","",Solar Inverter,""
US20120280567A1,0120280567,20121108,20120426,PHOTOVOLTAIC DEVICE,"",H02J1/00, Perrysburg OH US  Tampa FL US ,N/A,"Buller Benyamin, Marinskiy Dmitriy","","",Solar Inverter,""
US20110090089A1,0110090089,20110421,20101014,METHOD AND APPARATUS FOR DETECTING A FAULT IN A SOLAR CELL PANEL AND AN INVERTER,"","G01R31/26, G06F19/00, G08B21/00", San Jose CA US ,N/A,Luo Yuhao,"","",Solar Monitoring,""
US20100176760A1,0100176760,20100715,20090109,SYSTEM FOR PHOTOVOLTAIC POWER AND CHARGE MANAGEMENT,"",H02J7/00, Los Gatos CA US ,N/A,BULLEN M. JAMES,"","",Solar Monitoring,""
US20110197955A1,0110197955,20110818,20090930,SOLAR MODULE HAVING AN ENCAPSULANT MOUNTING ADHESIVE,"","H01L31/048, H01L31/0203", Grass Lake MI US  Clark Lake MI US  Jackson MI US  Spring Lake MI US  Brooklyn MI US  Dexter MI US  Jackson MI US ,N/A,"Booth Dennis, O'Neil Timothy, Loomis Sharon, Zimmerman Beverly, Ruede Paul, Snowwhite Paul, Wood James","","",Solar Mounting/Rack,""
US20100294903A1,0100294903,20101125,20100525,Bracket for Connection of a Junction Box to Photovoltaic Panels,"",F16M13/02, Rishon-Lezion IL  Givataim IL  Raanana IL ,N/A,"Shmukler Vadim, Handelsman Lior, Armoni Nir","","",Solar Mounting/Rack,""
US20110023390A1,0110023390,20110203,20100730,"MOUNTING SYSTEM FOR SOLAR PANELS, BEARING MEMBER FOR SAME AND ASSOCIATED METHODS","","E04D13/18, E04B1/38", Radeberg DE  Paderborn DE  Bremen DE ,N/A,"Kneip Johannes, Meyer Thomas, Bjelobrk Miro","","",Solar Mounting/Rack,""
US20100067271A1,0100067271,20100318,20080915,REACTIVE POWER COMPENSATION IN SOLAR POWER SYSTEM,"",H02M7/44, Niskayuna NY US  Ballston Lake NY US  Schenectady NY US  Niskayuna NY US ,N/A,"Garces Luis Jose, Liu Yan, deRooij Michael, Bose Sumit","","",Solar Monitoring,""
US20110114149A1,0110114149,20110519,20101112,JUNCTION BOX AND PHOTOVOLTAIC MODULE HAVING JUNCTION BOX,"","H01L31/042, H02G3/14", Zhongli City TW ,N/A,LI Szu-Han,"","",Solar Mounting/Rack,""
US20120291374A1,0120291374,20121122,20110516,LONG SPAN SOLAR COLLECTOR SUPPORT SYSTEM,"","E04D13/18, E04B1/38", Fremont CA US ,N/A,Zante Anthony,"","",Solar Mounting/Rack,""
US20110303212A1,0110303212,20111215,20110608,SUPPORTING PLATE FOR MOUNTING SOLAR MODULES ON A FLAT SUBSTRATE AND SUPPORTING PLATE PANEL,"",F24J2/52, Berlin DE ,N/A,Schwarze Sascha Oliver,"","",Solar Mounting/Rack,""
US20130061912A1,0130061912,20130314,20120905,DIAGONAL MOUNTING BRACKET FOR A PHOTOVOLTAIC MODULE,"","H01L31/048, H01L31/18", Scotts Valley CA US  Los Altos CA US  Fremont CA US ,N/A,"Beck Markus Eberhard, Garabedian Raffi, Gonzalez Pedro","","",Solar Mounting/Rack,""
US20100269428A1,0100269428,20101028,20080523,"Cost Effective, Elongate Member Mounting System For Photovoltaic Devices","","E04D13/18, F16M13/00, E04B1/38", Los Altos CA US  San Francisco CA US  Sunnyvale CA US ,N/A,"Stancel Robert, Roscheisen Martin R., Scholz Jeremy H.","","",Solar Mounting/Rack,""
US20120255244A1,0120255244,20121011,20120411,Modular Mounting Apparatus,"","E04D13/18, E04B1/38", US  US  US ,N/A,"Hendrickson Reynold, Patel Rajul, Karpovich Jon","","",Solar Mounting/Rack,""
US20110174947A1,0110174947,20110721,20090817,PANEL FASTENING SYSTEM,"","H01L23/12, F16M13/00, F16B2/02", Shanghai CN ,N/A,Wu Wenqiang,"","",Solar Mounting/Rack,""
US20120260588A1,0120260588,20121018,20120622,SOLAR PANEL ROOF KIT,"","E04D13/18, E04B1/64, E04D13/00", Rochester MI US ,N/A,Allen Gary E.,"","",Solar Mounting/Rack,""
US20120137602A1,0120137602,20120607,20100514,HOLDING AND FASTENING DEVICE,"","E04D13/18, H01L31/18", Gromitz DE  Lorrach DE  Dahme DE ,N/A,"Sager Jens, Grab-Renner Toni, Babbe Andreas","","",Solar Mounting/Rack,""
US20120260977A1,0120260977,20121018,20120622,RAPID MOUNTING SYSTEM FOR SOLAR MODULES,"","H01L31/048, B23P11/00, H01L31/18", Los Altos Hills CA US ,N/A,Stancel Robert,"","",Solar Mounting/Rack,""
US20090244936A1,0090244936,20091001,20090209,Three-phase inverter,"","H02M7/5387, H02M1/14", Kassel DE  Kassel DE  Kaufungen DE  Niestetal DE  Kassel DE  Kassel DE  Kassel DE ,N/A,"Falk Andreas, De Brabandere Karel, Greizer Frank, Victor Matthias, Westpahl Torben, Wolf Henrik, Buelo Thorsten","","",Solar Inverter,""
US20100193012A1,0100193012,20100805,20091201,Non-Corrosive Photovoltaic Panel Mounting Bracket,"","H01L31/048, F16M13/00, B23P11/00", Mainz DE  Sylvania OH US ,N/A,"Klammer Jörgen, Buller Benyamin","","",Solar Mounting/Rack,""
US20100294528A1,0100294528,20101125,20100524,ELECTRICALLY ISOLATED HEAT DISSIPATING JUNCTION BOX,"","H05K5/06, H05K5/00", Beit Aharon IL  Givataim IL  Rishon-Lezion IL  Raanana IL  Ashkelon IL  Raanana IL ,N/A,"Sella Guy, Handelsman Lior, Shmukler Vadim, Adest Meir, Gazit Meir, Galin Yoav","","",Solar Mounting/Rack,""
US20120216024A1,0120216024,20120823,20120221,DATA HANDLING SYSTEM,"",G06F9/06, Bergen NO  Bergen NO ,N/A,"NORDTVEDT Jan-Erik, Midttun Mons","","",Solar Monitoring,""
US20120161523A1,0120161523,20120628,20111221,PHOTOVOLTAIC POWER GENERATION SYSTEM,"","H02J9/00, H02M7/5387", Changwon-si KR  Changwong-si KR ,N/A,"KIM Eungho, Lee Kwangsoo","","",Solar Inverter,""
US20070102038A1,0070102038,20070510,20061110,Holding Element For Photovoltaic Modules,"",H02N6/00, Dusseldorf DE ,N/A,Kirschning Christian,"","",Solar Monitoring,""
US20120126624A1,0120126624,20120524,20110729,HIGH EFFICIENCY WIDE LOAD RANGE BUCK/BOOST/BRIDGE PHOTOVOLTAIC MICRO-CONVERTER,"","H02J1/12, G05F3/02, G06F19/00", McKinney TX US  Champaign IL US  Plano TX US ,N/A,"Hester Richard Knight, Dhople Sairaj Vijaykumar, Sridhar Nagarajan","","",Solar Inverter,""
US20110168241A1,0110168241,20110714,20090104,Photo-Voltaic Power Generation Equipment that Can Automatically Track the Sun,"",H01L31/02, Jiangsu CN ,N/A,Wang Xinghua,"","",Solar Mounting/Rack,""
US20120253533A1,0120253533,20121004,20110329,System and Method for Arc Detection and Intervention in Solar Energy Systems,"",G06F1/28, Sunnyvale CA US  Los Gatos CA US ,N/A,"Eizips Daniel, Arditi Shmuel","","",Solar Monitoring,""
US20090293932A1,0090293932,20091203,20090603,Mounting System for Weatherproof Surfaces,"",H01L31/042, Foster City CA US  Palo Alto CA US  South Pasadena CA US ,N/A,"Augenbraun Joseph E., Cammack John K., Park Darrell S.","","",Solar Mounting/Rack,""
US20120227791A1,0120227791,20120913,20110719,"Mounting, grounding and wire management systems for solar panel arrays","",H01L31/048, Richboro PA US ,N/A,Vari Peter,"","",Solar Mounting/Rack,""
US20100269889A1,0100269889,20101028,20090427,Photoelectric Solar Panel Electrical Safety System Permitting Access for Fire Suppression,"","H01L31/048, B23P19/00, H02J1/00", Laguna Niguel CA US  Laguna Niguel CA US  Newport Beach CA US ,N/A,"Reinhold Michael B., Rubino Antonio S., Burke Edmund R.","","",Solar Mounting/Rack,""
