pat_id, title, USPA#, date
pat1_491, Composite backed prestressed mirror for solar facet, 6739729, May 25  2004, 
pat1_492, Mailbox with internal light source directing light through translucent address panels or box walls, 6719193, April 13  2004, 
pat1_493, Railroad track lubrication and monitoring thereof, 6719095, April 13  2004, 
pat1_494, Motion detection and alerting system, 6700528, March 2  2004, 
pat1_495, Three-in-one structural combination magneto motor power system, 6700244, March 2  2004, 
pat1_496, Terminal box and solar cell module, 6696641, February 24  2004, 
pat1_497, Conversion of solar energy, 6696637, February 24  2004, 
pat1_498, Curb mount skylight and solar fan combination unit, 6695692, February 24  2004, 
pat1_499, Enhanced visibility traffic signal, 6693556, February 17  2004, 
pat1_49, Assembly and method for mounting solar panels to structural surfaces, 8418688, April 16  2013, 
pat1_4, Safety hatch system and egress, 8522487, September 3  2013, 
pat1_500, Video mirror systems incorporating an accessory module, 6690268, February 10  2004, 
pat1_501, System and method of power management for a solar powered device, 6685334, February 3  2004, 
pat1_502, Antenna alignment devices, 6683581, January 27  2004, 
pat1_503, Solar aeration system, 6676837, January 13  2004, 
pat1_504, Super bright LED utility and emergency light, 6676278, January 13  2004, 
pat1_505, Illumination sensor with spectral sensitivity corresponding to human luminosity characteristic, 6670597, December 30  2003, 
pat1_506, Solar powered automobile interior climate control system, 6662572, December 16  2003, 
pat1_507, Solar battery module  method of manufacturing same and power generating apparatus, 6657118, December 2  2003, 
pat1_508, Terminal box apparatus for solar cell module, 6655987, December 2  2003, 
pat1_509, Easy set-up  low profile  vehicle mounted  satellite antenna, 6653981, November 25  2003, 
pat1_50, Base unit for mounting photovoltaic modules, 8418419, April 16  2013, 
pat1_510, Structure and method for mounting solar battery modules, 6649822, November 18  2003, 
pat1_511, Self propelled walking toy, 6648720, November 18  2003, 
pat1_512, Solar lighter for a smoking instrument, 6644303, November 11  2003, 
pat1_513, Method for adjusting parabolic antennae, 6639568, October 28  2003, 
pat1_514, Combined solar electric power and liquid heat transfer collector panel, 6630622, October 7  2003, 
pat1_515, Modular electronics enclosure, 6618250, September 9  2003, 
pat1_516, Solar battery module  replacement solar cell  and method of replacing solar cell, 6617505, September 9  2003, 
pat1_517, Method and device for automated application and self-treatment of animals with ectoparasiticides, 6615769, September 9  2003, 
pat1_518, Illuminated automobile wheels, 6612726, September 2  2003, 
pat1_519, Solar evaporating cooling system, 6612125, September 2  2003, 
pat1_51, Solar array mounting system with universal clamp, 8413391, April 9  2013, 
pat1_520, Solar collector pipe, 6604521, August 12  2003, 
pat1_521, Combination photovoltaic cell and RF antenna and method, 6590150, July 8  2003, 
pat1_522, Electric vehicle with photovoltaic roof assembly, 6586668, July 1  2003, 
pat1_523, Mounting apparatus and photovoltaic mounting system for a solar panel and method of mounting a solar panel, 6584737, July 1  2003, 
pat1_524, Solar energy converter using a solar cell in a shallow liquid layer, 6583349, June 24  2003, 
pat1_525, Mosquito guard, 6570494, May 27  2003, 
pat1_526, High-concentration photovoltaic assembly for a utility-scale power generation system, 6559371, May 6  2003, 
pat1_527, Hydrogen permeation probe, 6554981, April 29  2003, 
pat1_528, Display plate for timepieces and method for fabricating the same, 6538959, March 25  2003, 
pat1_529, Accelerated weathering test apparatus with soaking cycle, 6533452, March 18  2003, 
pat1_52, Roofing system and method, 8413388, April 9  2013, 
pat1_530, Geometric dome stowable tower reflector, 6532953, March 18  2003, 
pat1_531, Heating and cooling solar system control module, 6532952, March 18  2003, 
pat1_532, Solid state light with solar shielded heatsink, 6527422, March 4  2003, 
pat1_533, Self-contained obstruction marker, 6526905, March 4  2003, 
pat1_534, Ornamental solar lamp assembly, 6517217, February 11  2003, 
pat1_535, Central solar receiver, 6516794, February 11  2003, 
pat1_536, Local loop telecommunication repeater housings employing thermal collection  transfer and distribution via solid thermal conduction, 6510223, January 21  2003, 
pat1_537, Water treatment apparatus and method, 6508929, January 21  2003, 
pat1_538, Fluid heat exchanger assembly, 6502405, January 7  2003, 
pat1_539, Solar battery module and roofing material incorporating it, 6498289, December 24  2002, 
pat1_53, Photovoltaic module support system, 8407950, April 2  2013, 
pat1_540, Electrical candlestick device, 6497502, December 24  2002, 
pat1_541, Jet assisted hybrid wind turbine system, 6492743, December 10  2002, 
pat1_542, Time interval and event display device, 6483779, November 19  2002, 
pat1_543, Power source, 6472846, October 29  2002, 
pat1_544, Solar shield for electronic devices, 6469911, October 22  2002, 
pat1_545, Indicating plate for watches, 6466522, October 15  2002, 
pat1_546, Direct current mini air conditioning system, 6453678, September 24  2002, 
pat1_547, Solid catadioptric omnidirectional optical system having central coverage means which is associated with a camera  projector  medical instrument  or similar article, 6449103, September 10  2002, 
pat1_548, Solar seeker, 6443145, September 3  2002, 
pat1_549, Solar receiver adaptive tracking control, 6442937, September 3  2002, 
pat1_54, Auxiliary member, 8404963, March 26  2013, 
pat1_550, Piezoelectric power generating arrangement activated by elements caused to rotate by natural energy source, 6438957, August 27  2002, 
pat1_551, Methods for retrofitting windows with switchable and non-switchable window enhancements, 6429961, August 6  2002, 
pat1_552, System for robotic control of imaging data having a steerable gimbal mounted spectral sensor and methods, 6422508, July 23  2002, 
pat1_553, Towed airborne array system, 6422506, July 23  2002, 
pat1_554, Solar collectors  articles for mounting solar modules  and methods of mounting solar modules, 6414237, July 2  2002, 
pat1_555, Helmet mounted brake lights, 6406168, June 18  2002, 
pat1_556, Compact video processing system for remote sensing applications, 6392704, May 21  2002, 
pat1_557, Triangle road sign with solar power-driven flashing light means, 6389720, May 21  2002, 
pat1_558, Solar light receiving and side emitting system, 6385922, May 14  2002, 
pat1_559, Disaster shelter, 6385919, May 14  2002, 
pat1_55, Fiber optic security systems and methods of using the same, 8401354, March 19  2013, 
pat1_560, Solar cell system and method of establishing the system, 6384314, May 7  2002, 
pat1_561, Mounting system for solar panel, 6370828, April 16  2002, 
pat1_562, Illuminated memorial assembly, 6364503, April 2  2002, 
pat1_563, Roof support system for a solar panel, 6360491, March 26  2002, 
pat1_564, Indication device, 6359551, March 19  2002, 
pat1_565, Passive heating and cooling system, 6357512, March 19  2002, 
pat1_566, Manufacturing method for solar cell arrangements, 6353176, March 5  2002, 
pat1_567, Spacer for insulated windows having a lengthened thermal path, 6351923, March 5  2002, 
pat1_568, Rotating public information display device, 6345458, February 12  2002, 
pat1_569, Solar powered price display system, 6340958, January 22  2002, 
pat1_56, Photovoltaic panel clamp, 8397448, March 19  2013, 
pat1_570, Portable self-contained tracking unit and GPS tracking system, 6339397, January 15  2002, 
pat1_571, Solar module for attachment to motor vehicles and a process for its manufacture, 6337436, January 8  2002, 
pat1_572, Illuminated bicycle frame apparatus, 6336736, January 8  2002, 
pat1_573, Solar powered fluid heating system, 6336452, January 8  2002, 
pat1_574, Horizontal-roofing roof and mounting method thereof, 6336304, January 8  2002, 
pat1_575, Omniramic optical system having central coverage means which is associated with a camera  projector  or similar article, 6333826, December 25  2001, 
pat1_576, Combination timepiece and yo-yo, 6328624, December 11  2001, 
pat1_577, Methods for improving polymeric materials for use in solar cell applications, 6320116, November 20  2001, 
pat1_578, Semicondonductor device and a process for the production thereof, 6320115, November 20  2001, 
pat1_579, Solar heated sleeping bag, 6313438, November 6  2001, 
pat1_57, Continuous wind power system with auxiliary blades, 8378516, February 19  2013, 
pat1_580, Turbine roof ventilator, 6302778, October 16  2001, 
pat1_581, Modular solar tracking frame, 6302099, October 16  2001, 
pat1_582, Discovery boat, 6302043, October 16  2001, 
pat1_583, Illuminating address indication device, 6299325, October 9  2001, 
pat1_584, Laser communication system and methods, 6285476, September 4  2001, 
pat1_585, Solar-tracking system, 6284968, September 4  2001, 
pat1_586, Apparatus for measuring physiological parameters, 6277629, August 21  2001, 
pat1_587, Device for concentrating optical radiation, 6274860, August 14  2001, 
pat1_588, Illuminated article for a door having a handle, 6273579, August 14  2001, 
pat1_589, Roof member and mounting method thereof, 6269596, August 7  2001, 
pat1_58, Water heating apparatus using solar power, 8375935, February 19  2013, 
pat1_590, Light emitting diode display device, 6265984, July 24  2001, 
pat1_591, Spectacle frame, 6264324, July 24  2001, 
pat1_592, Lighted real estate sign and method of marketing real estate, 6263601, July 24  2001, 
pat1_593, Solar cell module and solar cell panel using the same, 6262358, July 17  2001, 
pat1_594, Functionally and structurally modular parallelogram-shaped spacecraft, 6260804, July 17  2001, 
pat1_595, Method of manufacturing a solar cell receiver plate of a concentrator photovoltaic array, 6248949, June 19  2001, 
pat1_596, Continuous vacuum lamination treatment system and vacuum lamination apparatus, 6241839, June 5  2001, 
pat1_597, Solar tracker, 6239353, May 29  2001, 
pat1_598, Window deicer and anti-icer, 6237861, May 29  2001, 
pat1_599, Sprinkler water conservation device, 6234403, May 22  2001, 
pat1_59, Solar collector/heat exchanger, 8371288, February 12  2013, 
pat1_5, Solar array support methods and systems, 8519257, August 27  2013, 
pat1_600, Motor driven sunshield, 6227601, May 8  2001, 
pat1_601, Tube cutting device, 6226823, May 8  2001, 
pat1_602, Solar-cell module  process for its production  method for its installation  and electricity generation system making use of solar-cell module, 6218609, April 17  2001, 
pat1_603, Solar cell module for preventing reverse voltage to solar cells, 6218606, April 17  2001, 
pat1_604, Capacitive grounding system for VHF and UHF antennas, 6211831, April 3  2001, 
pat1_605, Solar battery modules  installation method thereof  and solar power generator using such modules, 6207889, March 27  2001, 
pat1_606, Automated application of photovoltaic cells to printed circuit boards, 6205656, March 27  2001, 
pat1_607, Vehicle window pet barrier, 6192628, February 27  2001, 
pat1_608, Conductor coupling incorporating a convexo-concave coupling labyrinth separator, 6190206, February 20  2001, 
pat1_609, Interbuilding and urban canyon extension solution for global positioning systems, 6188353, February 13  2001, 
pat1_60, Connection and junction box for a solar module, 8366471, February 5  2013, 
